Epoch,Batch,Loss,Recon,VQ,Perceptual
1,1,4.104152679443359,0.11270636320114136,1.3397270441055298,"tensor(6.6293, device='cuda:0')"
1,2,4.700345993041992,0.09633240103721619,1.4432059526443481,"tensor(7.9020, device='cuda:0')"
1,3,4.7245097160339355,0.08917728066444397,1.447629451751709,"tensor(7.9693, device='cuda:0')"
1,4,4.734376907348633,0.10910602658987045,1.4535913467407227,"tensor(7.9292, device='cuda:0')"
1,5,4.716106414794922,0.09525325149297714,1.4453201293945312,"tensor(7.9388, device='cuda:0')"
1,6,4.176936149597168,0.06888063251972198,1.7589799165725708,"tensor(5.8727, device='cuda:0')"
1,7,5.140842914581299,0.051784634590148926,2.2167491912841797,"tensor(7.1808, device='cuda:0')"
1,8,5.559990882873535,0.0418986976146698,2.909590005874634,"tensor(6.5213, device='cuda:0')"
1,9,6.21653938293457,0.03440959006547928,3.69577956199646,"tensor(6.2159, device='cuda:0')"
1,10,7.1630754470825195,0.03410157561302185,4.479095935821533,"tensor(6.6247, device='cuda:0')"
1,11,7.671966552734375,0.028539102524518967,5.247932434082031,"tensor(5.9887, device='cuda:0')"
1,12,8.319811820983887,0.035349421203136444,5.858650207519531,"tensor(6.0645, device='cuda:0')"
1,13,8.960447311401367,0.03757791966199875,6.59017276763916,"tensor(5.8317, device='cuda:0')"
1,14,9.778558731079102,0.030008405447006226,7.488078594207764,"tensor(5.6512, device='cuda:0')"
1,15,9.595207214355469,0.03356544300913811,6.9770002365112305,"tensor(6.4616, device='cuda:0')"
1,16,10.573967933654785,0.03093826398253441,7.9897942543029785,"tensor(6.3831, device='cuda:0')"
1,17,12.080120086669922,0.03649388253688812,9.626333236694336,"tensor(6.0432, device='cuda:0')"
1,18,12.367242813110352,0.03871646896004677,10.03779125213623,"tensor(5.7268, device='cuda:0')"
1,19,13.095349311828613,0.027941426262259483,10.61898422241211,"tensor(6.1211, device='cuda:0')"
1,20,13.091510772705078,0.025314485654234886,10.507525444030762,"tensor(6.3967, device='cuda:0')"
1,21,13.427597045898438,0.02789999544620514,11.0306978225708,"tensor(5.9225, device='cuda:0')"
1,22,13.979500770568848,0.021835757419466972,11.973487854003906,"tensor(4.9604, device='cuda:0')"
1,23,14.046271324157715,0.024885883554816246,12.010005950927734,"tensor(5.0284, device='cuda:0')"
1,24,13.598603248596191,0.028886115178465843,11.453392028808594,"tensor(5.2908, device='cuda:0')"
1,25,12.353925704956055,0.028817366808652878,10.012163162231445,"tensor(5.7824, device='cuda:0')"
1,26,13.50721549987793,0.02908642590045929,11.196633338928223,"tensor(5.7037, device='cuda:0')"
1,27,15.334741592407227,0.026836534962058067,13.0474853515625,"tensor(5.6510, device='cuda:0')"
1,28,12.104015350341797,0.02416909858584404,9.852337837219238,"tensor(5.5688, device='cuda:0')"
1,29,14.090753555297852,0.021689772605895996,12.024843215942383,"tensor(5.1106, device='cuda:0')"
1,30,12.84109115600586,0.02151840552687645,10.602965354919434,"tensor(5.5415, device='cuda:0')"
1,31,12.685440063476562,0.02219533547759056,10.603686332702637,"tensor(5.1489, device='cuda:0')"
1,32,9.610795974731445,0.03192161023616791,7.379730224609375,"tensor(5.4979, device='cuda:0')"
1,33,9.618982315063477,0.019834108650684357,7.581777095794678,"tensor(5.0434, device='cuda:0')"
1,34,9.450677871704102,0.023771312087774277,7.2700724601745605,"tensor(5.3921, device='cuda:0')"
1,35,9.487110137939453,0.024206653237342834,7.226767539978027,"tensor(5.5903, device='cuda:0')"
1,36,8.663546562194824,0.02687845379114151,6.114158630371094,"tensor(6.3063, device='cuda:0')"
1,37,7.718705177307129,0.024486370384693146,5.341721534729004,"tensor(5.8812, device='cuda:0')"
1,38,7.164097785949707,0.020840734243392944,4.95389986038208,"tensor(5.4734, device='cuda:0')"
1,39,7.176788330078125,0.0224195197224617,4.733837604522705,"tensor(6.0513, device='cuda:0')"
1,40,6.376396179199219,0.020756524056196213,4.11395788192749,"tensor(5.6042, device='cuda:0')"
1,41,5.7957611083984375,0.01941373199224472,3.4935269355773926,"tensor(5.7071, device='cuda:0')"
1,42,5.173707485198975,0.018298370763659477,3.2753422260284424,"tensor(4.7002, device='cuda:0')"
1,43,5.445037364959717,0.0245988592505455,2.9363045692443848,"tensor(6.2103, device='cuda:0')"
1,44,4.957653045654297,0.019042760133743286,2.923469066619873,"tensor(5.0379, device='cuda:0')"
1,45,4.939112663269043,0.021303176879882812,2.723522901535034,"tensor(5.4857, device='cuda:0')"
1,46,4.558976173400879,0.018533816561102867,2.421191692352295,"tensor(5.2981, device='cuda:0')"
1,47,4.553256988525391,0.019142385572195053,2.5003950595855713,"tensor(5.0843, device='cuda:0')"
1,48,4.633480548858643,0.029605228453874588,2.34285306930542,"tensor(5.6526, device='cuda:0')"
1,49,4.465790748596191,0.01959827169775963,2.2547993659973145,"tensor(5.4785, device='cuda:0')"
1,50,4.718040466308594,0.02577447146177292,2.3478009700775146,"tensor(5.8612, device='cuda:0')"
1,51,4.623035430908203,0.027248328551650047,2.188636064529419,"tensor(6.0179, device='cuda:0')"
1,52,4.537315368652344,0.024983420968055725,2.2666618824005127,"tensor(5.6142, device='cuda:0')"
1,53,4.374330520629883,0.021264573559165,2.2594892978668213,"tensor(5.2339, device='cuda:0')"
1,54,4.589119911193848,0.021209603175520897,2.301668405532837,"tensor(5.6656, device='cuda:0')"
1,55,4.431784629821777,0.019963053986430168,2.1971659660339355,"tensor(5.5366, device='cuda:0')"
1,56,4.431673049926758,0.01816759631037712,2.2678842544555664,"tensor(5.3641, device='cuda:0')"
1,57,4.602351188659668,0.022090893238782883,2.308415651321411,"tensor(5.6796, device='cuda:0')"
1,58,4.193580150604248,0.016720298677682877,2.3020925521850586,"tensor(4.6869, device='cuda:0')"
1,59,4.397206783294678,0.024931302294135094,2.153233051300049,"tensor(5.5476, device='cuda:0')"
1,60,4.377373695373535,0.0196711253374815,2.3090662956237793,"tensor(5.1216, device='cuda:0')"
1,61,4.587652206420898,0.02299637161195278,2.274197816848755,"tensor(5.7261, device='cuda:0')"
1,62,4.421135902404785,0.02081318199634552,2.263568162918091,"tensor(5.3419, device='cuda:0')"
1,63,4.2357025146484375,0.025905555114150047,2.212235689163208,"tensor(4.9939, device='cuda:0')"
1,64,4.6677656173706055,0.019686542451381683,2.339399576187134,"tensor(5.7717, device='cuda:0')"
1,65,4.21842098236084,0.02049780637025833,2.216198682785034,"tensor(4.9543, device='cuda:0')"
1,66,4.370700359344482,0.020675474777817726,2.357649564743042,"tensor(4.9809, device='cuda:0')"
1,67,4.618576526641846,0.021768834441900253,2.341895818710327,"tensor(5.6373, device='cuda:0')"
1,68,4.363278865814209,0.0209283959120512,2.3460769653320312,"tensor(4.9907, device='cuda:0')"
1,69,4.5100507736206055,0.022539889439940453,2.487734079360962,"tensor(4.9994, device='cuda:0')"
1,70,4.499436378479004,0.021156664937734604,2.531890392303467,"tensor(4.8660, device='cuda:0')"
1,71,4.7758941650390625,0.023255683481693268,2.6228809356689453,"tensor(5.3244, device='cuda:0')"
1,72,5.098374843597412,0.024123910814523697,2.5976922512054443,"tensor(6.1914, device='cuda:0')"
1,73,4.659462928771973,0.017773080617189407,2.7105560302734375,"tensor(4.8278, device='cuda:0')"
1,74,5.208315849304199,0.022599488496780396,2.6904945373535156,"tensor(6.2381, device='cuda:0')"
1,75,4.6147661209106445,0.02114097587764263,2.556033134460449,"tensor(5.0940, device='cuda:0')"
1,76,5.252100944519043,0.020761029794812202,2.7134130001068115,"tensor(6.2948, device='cuda:0')"
1,77,4.77067232131958,0.02307780086994171,2.6206624507904053,"tensor(5.3173, device='cuda:0')"
1,78,5.069230079650879,0.02351907268166542,2.774198055267334,"tensor(5.6788, device='cuda:0')"
1,79,4.965834140777588,0.021542146801948547,2.823625087738037,"tensor(5.3017, device='cuda:0')"
1,80,5.097612380981445,0.023445844650268555,2.598661184310913,"tensor(6.1888, device='cuda:0')"
1,81,5.2314453125,0.021245434880256653,2.741326332092285,"tensor(6.1722, device='cuda:0')"
1,82,4.865517616271973,0.023138877004384995,2.6521592140197754,"tensor(5.4755, device='cuda:0')"
1,83,5.019964694976807,0.02154635451734066,2.705702304840088,"tensor(5.7318, device='cuda:0')"
1,84,4.772446155548096,0.0208898838609457,2.7728090286254883,"tensor(4.9469, device='cuda:0')"
1,85,5.263430595397949,0.028820723295211792,2.7615182399749756,"tensor(6.1827, device='cuda:0')"
1,86,5.129676818847656,0.023911956697702408,2.8063111305236816,"tensor(5.7486, device='cuda:0')"
1,87,4.967098236083984,0.020678682252764702,2.8723108768463135,"tensor(5.1853, device='cuda:0')"
1,88,5.04436731338501,0.023813320323824883,2.8800230026245117,"tensor(5.3513, device='cuda:0')"
1,89,5.308140754699707,0.03203148767352104,2.842500686645508,"tensor(6.0840, device='cuda:0')"
1,90,5.185495376586914,0.023779090493917465,2.916367530822754,"tensor(5.6134, device='cuda:0')"
1,91,5.176512718200684,0.022186782211065292,2.9708635807037354,"tensor(5.4587, device='cuda:0')"
1,92,5.074978828430176,0.02291097305715084,3.0105934143066406,"tensor(5.1037, device='cuda:0')"
1,93,5.136144638061523,0.02120436728000641,2.8684988021850586,"tensor(5.6161, device='cuda:0')"
1,94,5.13741397857666,0.023567449301481247,2.8175368309020996,"tensor(5.7408, device='cuda:0')"
1,95,4.9616851806640625,0.02193886786699295,2.849097967147827,"tensor(5.2266, device='cuda:0')"
1,96,5.197608470916748,0.022723091766238213,3.019733190536499,"tensor(5.3879, device='cuda:0')"
1,97,5.271958351135254,0.0224316343665123,3.1421382427215576,"tensor(5.2685, device='cuda:0')"
1,98,6.124875545501709,0.03133944794535637,3.570070743560791,"tensor(6.3087, device='cuda:0')"
1,99,6.094104766845703,0.0286240391433239,3.917600154876709,"tensor(5.3697, device='cuda:0')"
1,100,6.220320224761963,0.02899080142378807,4.042337894439697,"tensor(5.3725, device='cuda:0')"
1,101,7.154513359069824,0.03829037770628929,4.664376258850098,"tensor(6.1296, device='cuda:0')"
1,102,7.396995544433594,0.03427091985940933,4.984017372131348,"tensor(5.9468, device='cuda:0')"
1,103,7.9375996589660645,0.02937244437634945,5.748013496398926,"tensor(5.4005, device='cuda:0')"
1,104,9.986673355102539,0.04113879054784775,7.499042510986328,"tensor(6.1162, device='cuda:0')"
1,105,11.3473482131958,0.0390128493309021,9.051492691040039,"tensor(5.6421, device='cuda:0')"
1,106,13.903270721435547,0.046657294034957886,11.4135160446167,"tensor(6.1077, device='cuda:0')"
1,107,16.741600036621094,0.0527297668159008,14.493133544921875,"tensor(5.4893, device='cuda:0')"
1,108,19.724620819091797,0.05242094397544861,17.247920989990234,"tensor(6.0607, device='cuda:0')"
1,109,25.90581512451172,0.07146728038787842,23.300678253173828,"tensor(6.3342, device='cuda:0')"
1,110,30.71048927307129,0.06055796146392822,28.674205780029297,"tensor(4.9393, device='cuda:0')"
1,111,34.94576644897461,0.05875908583402634,32.48760986328125,"tensor(5.9985, device='cuda:0')"
1,112,37.68340301513672,0.07034716010093689,35.05766296386719,"tensor(6.3885, device='cuda:0')"
1,113,46.48961639404297,0.059318870306015015,43.882686614990234,"tensor(6.3690, device='cuda:0')"
1,114,52.37722396850586,0.06618760526180267,49.936180114746094,"tensor(5.9371, device='cuda:0')"
1,115,62.918365478515625,0.06906089186668396,60.64809799194336,"tensor(5.5030, device='cuda:0')"
1,116,74.53942108154297,0.06785812228918076,71.88139343261719,"tensor(6.4754, device='cuda:0')"
1,117,97.80543518066406,0.07628294080495834,95.48664093017578,"tensor(5.6063, device='cuda:0')"
1,118,125.97667694091797,0.0822451114654541,123.39964294433594,"tensor(6.2370, device='cuda:0')"
1,119,158.47872924804688,0.08651237934827805,155.933349609375,"tensor(6.1471, device='cuda:0')"
1,120,162.2031707763672,0.07264366745948792,159.76507568359375,"tensor(5.9136, device='cuda:0')"
1,121,196.41061401367188,0.08163739740848541,193.93905639648438,"tensor(5.9748, device='cuda:0')"
1,122,191.51815795898438,0.06246879696846008,189.2442626953125,"tensor(5.5286, device='cuda:0')"
1,123,157.00965881347656,0.08054058998823166,154.40721130371094,"tensor(6.3048, device='cuda:0')"
1,124,163.17637634277344,0.06967072933912277,160.63497924804688,"tensor(6.1793, device='cuda:0')"
1,125,127.68667602539062,0.09045758098363876,125.28523254394531,"tensor(5.7775, device='cuda:0')"
1,126,98.17896270751953,0.07134782522916794,95.41070556640625,"tensor(6.7423, device='cuda:0')"
1,127,92.43063354492188,0.05854232236742973,90.03643798828125,"tensor(5.8391, device='cuda:0')"
1,128,77.28228759765625,0.07919526100158691,74.66120910644531,"tensor(6.3547, device='cuda:0')"
1,129,75.34368896484375,0.0800582692027092,72.81749725341797,"tensor(6.1153, device='cuda:0')"
1,130,67.88005065917969,0.07600599527359009,65.47233581542969,"tensor(5.8293, device='cuda:0')"
1,131,65.45265197753906,0.07470089197158813,62.82669448852539,"tensor(6.3781, device='cuda:0')"
1,132,64.1003646850586,0.07819247245788574,61.61753463745117,"tensor(6.0116, device='cuda:0')"
1,133,60.981239318847656,0.06383122503757477,58.47651672363281,"tensor(6.1022, device='cuda:0')"
1,134,62.60392761230469,0.06849004328250885,60.352725982666016,"tensor(5.4568, device='cuda:0')"
1,135,59.42703628540039,0.0681479200720787,56.98753356933594,"tensor(5.9284, device='cuda:0')"
1,136,64.42241668701172,0.08451984822750092,61.778202056884766,"tensor(6.3992, device='cuda:0')"
1,137,55.09758758544922,0.059980057179927826,52.499908447265625,"tensor(6.3443, device='cuda:0')"
1,138,57.280113220214844,0.06920625269412994,54.9133186340332,"tensor(5.7440, device='cuda:0')"
1,139,61.37422561645508,0.08137419819831848,58.863380432128906,"tensor(6.0737, device='cuda:0')"
1,140,56.94975280761719,0.06015254184603691,54.50935745239258,"tensor(5.9506, device='cuda:0')"
1,141,60.20906448364258,0.08141124248504639,57.77870178222656,"tensor(5.8724, device='cuda:0')"
